instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK,algo_LKCC,source,Best
CLKeasy_103,91.32329243,195.92,189.85,149.7881092,0.0018,0.0128,0.0822,0.2846,152488,0.00027542,33.92530932,1,0,0.0,0,0.73,149.7881092,7118.85,186.202,Easy_CLK,LKCC
LKCChard_044,104.8721385,232.96,174.52,0.0022,0.0155,0.0915,0.2973,161.3019243,156812,0.00067588,76.73184489,3,1,652.3333333,8,0.37,73.28934637,424873.0,1583400.0,Hard_LKCC,CLK
random_083,87.31249158,199.45,209.36,0.002,0.0139,0.0833,0.2782,141.7879933,149380,0.000536739,56.03252286,2,0,2450.0,12,0.43,79.21972262,164406.0,19810.8,RANDOM,LKCC
CLKhard_024,99.36955754,203.39,203.0,0.0022,0.0156,0.0864,0.2883,155.6999237,155618,0.000267892,69.75561966,8,4,46.0,0,0.22,33.51429082,2299300.0,273477.0,Hard_CLK,LKCC
LKCChard_125,97.32122833,184.46,199.47,0.0023,0.0145,0.0931,0.2933,152.3056289,151321,0.00044799,58.6250601,2,0,2664.5,15,0.28,79.28842205,247296.0,687531.0,Hard_LKCC,CLK
LKCCeasy_142,94.41423307,192.86,213.59,154.3300225,0.002,0.0137,0.0809,0.2887,156024,0.000541761,54.88328172,1,0,0.0,19,0.43,136.4405389,22253.5,102.616,Easy_LKCC,LKCC
random_079,90.36211903,209.61,179.59,0.002,0.014,0.0819,0.2822,146.9431807,152100,0.000363077,51.51824459,1,0,0.0,22,0.42,124.8764234,95271.0,23569.0,RANDOM,LKCC
LKCCeasy_032,97.0863535,202.6,186.42,157.3534662,0.0018,0.0134,0.0818,0.2922,157609,0.000356237,45.07317839,1,0,0.0,11,0.51,150.0508044,12546.4,104.525,Easy_LKCC,LKCC
CLKeasy_120,98.56462969,228.72,201.53,160.4322606,0.0016,0.0132,0.0817,0.2931,154056,0.000355504,41.41419928,1,0,0.0,1,0.55,159.7782622,7589.44,1032.95,Easy_CLK,LKCC
LKCCeasy_126,96.89387047,182.45,189.69,157.0534677,0.002,0.0138,0.0841,0.2914,158404,0.000714332,57.88411286,2,0,32.0,10,0.39,106.9614464,20668.8,115.283,Easy_LKCC,LKCC
LKCChard_130,93.2566841,191.9,196.03,0.0022,0.015,0.091,0.2954,144.2621344,156021,0.000401483,62.78252358,3,1,1417.333333,8,0.3,71.50146277,359349.0,1516850.0,Hard_LKCC,CLK
CLKhard_165,100.8508768,201.15,196.36,0.0023,0.0149,0.0864,0.2931,161.6384691,150508,0.000360831,64.31275953,6,4,126.1666667,3,0.31,43.44940119,1202100.0,125449.0,Hard_CLK,LKCC
LKCCeasy_094,100.8144771,199.03,217.19,162.3253743,0.0018,0.0137,0.0852,0.2991,156408,0.00041288,48.79239409,1,0,0.0,13,0.56,157.0386697,12510.3,105.727,Easy_LKCC,LKCC
CLKhard_142,99.59104195,186.19,216.74,0.0022,0.0149,0.0886,0.2921,155.2873606,155630,0.00034243,62.01301048,5,0,275.2,6,0.19,39.15637471,1858880.0,151098.0,Hard_CLK,LKCC
CLKhard_100,103.3577893,215.12,216.23,0.0022,0.0159,0.0846,0.2878,164.6286105,156024,0.000391636,71.90852828,7,2,41.9047619,0,0.17,37.25771693,1815830.0,196553.0,Hard_CLK,LKCC
random_038,91.91626252,215.36,179.2,0.0023,0.0146,0.0844,0.2871,149.0586545,149370,0.000613044,60.12246801,3,1,1803.0,4,0.51,69.68366769,117813.0,17412.1,RANDOM,LKCC
CLKeasy_036,96.316713,196.63,209.47,159.0027235,0.0018,0.013,0.0814,0.2869,150543,0.000284345,35.79644021,1,0,0.0,0,0.81,159.0027235,7479.13,675.778,Easy_CLK,LKCC
CLKhard_056,96.07597896,187.97,204.52,0.0023,0.0157,0.0865,0.2865,152.8691404,145432,0.000668927,86.8760411,5,0,117.7,4,0.18,49.1955985,1675220.0,196207.0,Hard_CLK,LKCC
CLKhard_054,98.0819348,179.17,216.9,0.0023,0.0159,0.0883,0.2908,154.915619,156418,0.000346533,64.76402741,4,0,891.5833333,3,0.35,51.53392915,1567480.0,121963.0,Hard_CLK,LKCC
LKCChard_095,99.05705123,204.7,187.0,0.0024,0.0153,0.0902,0.2958,157.9351112,154448,0.000562618,74.27854932,3,1,537.3333333,12,0.36,63.01204761,459782.0,1534090.0,Hard_LKCC,CLK
LKCCeasy_049,98.70920401,202.5,202.58,159.732712,0.0019,0.014,0.0818,0.291,154842,0.00050862,57.89347715,4,0,184.6666667,8,0.61,79.16845579,17775.6,147.455,Easy_LKCC,LKCC
CLKhard_159,95.49878998,233.17,218.68,0.0023,0.0151,0.0876,0.288,153.6962671,155624,0.000667071,87.07923023,6,4,75.5,7,0.2,35.50259105,1412970.0,158788.0,Hard_CLK,LKCC
LKCCeasy_050,92.79968406,209.18,184.51,148.4393231,0.002,0.0139,0.0851,0.2885,149705,0.000515239,57.13384922,1,0,0.0,29,0.36,117.5526998,20081.6,136.758,Easy_LKCC,LKCC
LKCChard_098,93.73971621,216.86,161.84,0.0023,0.0156,0.0912,0.293,144.3389857,151320,0.000609642,75.94668869,3,1,1282.333333,17,0.23,51.09714162,448837.0,1190220.0,Hard_LKCC,CLK
LKCCeasy_158,94.00134628,213.77,204.13,151.6002667,0.0021,0.0141,0.0837,0.2896,154424,0.000485369,53.77543822,2,0,2520.5,15,0.52,83.87816,22095.3,104.96,Easy_LKCC,LKCC
CLKhard_133,98.1627898,182.36,210.53,0.0024,0.0151,0.086,0.2894,157.2129406,148996,0.000670493,88.83956449,6,4,51.36666667,3,0.26,42.27018151,1345550.0,211602.0,Hard_CLK,LKCC
LKCCeasy_155,98.20176383,211.24,194.72,157.1112305,0.0018,0.0137,0.084,0.2907,158006,0.000457524,51.66940297,3,1,652.3333333,2,0.6,77.63318917,18128.8,109.99,Easy_LKCC,LKCC
random_064,97.61734039,200.5,185.81,0.0021,0.014,0.0833,0.2937,158.5419113,154445,0.000566705,56.7392243,2,0,1568.0,14,0.42,102.9713665,138525.0,17230.0,RANDOM,LKCC
LKCChard_080,96.73189772,163.23,191.61,0.0023,0.0151,0.0871,0.289,153.4622185,156414,0.000526617,70.78389768,3,1,301.0,7,0.32,73.75071106,549021.0,1840720.0,Hard_LKCC,CLK
LKCChard_164,91.1684084,171.01,218.25,0.0021,0.0137,0.0872,0.2892,141.7911488,143080,0.000525169,58.22466394,1,0,0.0,9,0.38,135.5741577,158313.0,272001.0,Hard_LKCC,CLK
LKCChard_100,90.76437178,204.09,175.82,0.0021,0.0146,0.0906,0.2906,140.6124984,151312,0.000474481,53.75779572,2,0,3280.5,5,0.47,74.84797316,259632.0,725924.0,Hard_LKCC,CLK
LKCChard_127,92.48287269,184.37,185.59,0.0022,0.0148,0.0898,0.2886,146.4577518,154054,0.000615816,68.8317091,4,0,118.9166667,11,0.32,52.42425736,264653.0,783762.0,Hard_LKCC,CLK
CLKeasy_131,94.42247162,194.29,195.76,154.6879085,0.0018,0.0134,0.0829,0.2899,154440,0.000396642,47.06604065,1,0,0.0,2,0.55,153.7183268,8703.46,1435.02,Easy_CLK,LKCC
LKCChard_036,85.25176738,196.92,197.48,0.0022,0.0148,0.0879,0.2809,134.9901689,153252,0.000388686,58.77791368,2,0,1682.0,8,0.36,87.24105217,352418.0,988917.0,Hard_LKCC,CLK
LKCCeasy_172,102.5590617,199.11,215.03,167.2274627,0.0021,0.0143,0.0815,0.2902,156009,0.000481787,59.99319737,3,1,628.0,7,0.54,88.39768417,26287.8,102.717,Easy_LKCC,LKCC
random_031,94.83175618,210.13,222.67,0.0021,0.0142,0.0831,0.2907,153.3274344,157608,0.000554769,60.42612081,1,0,0.0,26,0.31,130.2243781,186450.0,23866.1,RANDOM,LKCC
CLKhard_174,101.6169546,225.15,194.26,0.0023,0.0151,0.0816,0.29,162.6261063,154445,0.0005125,70.84826478,7,2,77.9047619,7,0.24,34.6793441,1609830.0,106409.0,Hard_CLK,LKCC
CLKhard_166,100.0583981,173.82,204.45,0.0021,0.0148,0.0839,0.295,157.804291,158404,0.000397299,58.1482667,5,0,182.3,17,0.15,39.66672282,1320270.0,189196.0,Hard_CLK,LKCC
random_102,96.42614056,207.68,200.83,0.002,0.0138,0.0833,0.2898,158.3256688,152484,0.000476108,50.60286417,3,1,345.3333333,9,0.49,80.34785408,140853.0,33761.0,RANDOM,LKCC
CLKhard_038,101.9222478,216.92,213.29,0.0022,0.0152,0.0893,0.2972,157.4986023,150154,0.000415337,69.60289596,4,0,324.9166667,7,0.19,53.26752258,1416200.0,194658.0,Hard_CLK,LKCC
LKCCeasy_180,98.05944832,202.28,196.81,159.1864279,0.0021,0.014,0.0845,0.293,154056,0.000430325,54.66955239,3,1,177.3333333,23,0.38,74.10756164,21950.0,100.374,Easy_LKCC,LKCC
CLKeasy_025,91.97328231,191.24,194.39,149.5454755,0.0018,0.0129,0.0805,0.284,150528,0.000378587,39.55175299,1,0,0.0,0,0.78,149.5454755,6449.17,1373.82,Easy_CLK,LKCC
CLKeasy_019,102.3931044,188.52,193.23,168.5173931,0.0017,0.0133,0.0811,0.2956,156024,0.000287635,37.35843843,2,0,1458.0,0,0.82,119.4415195,8543.36,1284.41,Easy_CLK,LKCC
CLKhard_122,95.39611521,193.89,210.89,0.0023,0.0151,0.0846,0.2856,152.4798197,154448,0.000426838,65.72106819,5,0,133.3,8,0.37,46.57669972,1400850.0,188124.0,Hard_CLK,LKCC
CLKhard_113,104.619181,199.2,200.71,0.0021,0.0154,0.0892,0.2982,163.4157457,156009,0.000454198,69.75007751,6,4,68.26666667,2,0.23,45.24505624,1279130.0,225479.0,Hard_CLK,LKCC
LKCChard_064,91.59837185,210.56,220.62,0.0023,0.0152,0.0908,0.2909,144.0898019,155232,0.000495826,64.19235763,4,0,390.9166667,13,0.32,55.55553673,334407.0,1059650.0,Hard_LKCC,CLK
CLKeasy_047,94.90286098,196.06,197.24,155.8474748,0.0018,0.0131,0.083,0.2875,154413,0.000322236,37.22315547,1,0,0.0,3,0.74,154.0645536,7175.88,1724.42,Easy_CLK,LKCC
CLKhard_063,100.4564769,198.56,222.84,0.0022,0.0152,0.0868,0.2929,158.824116,151708,0.000457717,67.53786838,4,0,772.3333333,6,0.22,44.93595399,1636500.0,206822.0,Hard_CLK,LKCC
LKCCeasy_035,96.79304103,213.73,195.52,157.588113,0.0021,0.0142,0.0824,0.291,154026,0.000425974,58.47862954,3,1,97.0,25,0.45,81.41367603,28858.2,103.949,Easy_LKCC,LKCC
LKCChard_067,102.0628145,237.31,156.09,0.0021,0.015,0.0939,0.296,158.4247777,157206,0.00059795,64.4902477,2,0,760.5,5,0.38,84.66090089,347736.0,1871470.0,Hard_LKCC,CLK
CLKeasy_190,91.77133488,201.03,198.47,148.202197,0.0016,0.0128,0.0844,0.288,151317,0.000217426,31.00319799,1,0,0.0,3,0.55,147.6541387,6430.23,1127.72,Easy_CLK,LKCC
CLKeasy_155,95.60254985,191.25,192.01,156.4490622,0.0018,0.0134,0.081,0.2919,155235,0.00030386,39.55030625,1,0,0.0,0,0.77,156.4490622,8923.35,687.848,Easy_CLK,LKCC
LKCChard_105,90.93450153,176.42,219.25,0.0023,0.0145,0.0919,0.2939,141.3451919,157212,0.000623454,65.16789058,3,1,1302.333333,15,0.37,58.50335707,214353.0,590931.0,Hard_LKCC,CLK
random_090,95.58372964,187.64,211.27,0.0019,0.0138,0.0839,0.2927,154.0558958,156021,0.0005798,53.94008564,2,0,2738.0,14,0.54,83.19946614,70371.2,10142.7,RANDOM,LKCC
CLKhard_046,96.26256318,175.53,193.96,0.0025,0.0159,0.0869,0.2873,153.2311535,154054,0.000313291,68.26506681,6,4,29.46666667,12,0.22,33.97937228,1727290.0,234099.0,Hard_CLK,LKCC
LKCCeasy_033,94.3171638,189.31,209.62,153.267007,0.002,0.0138,0.0837,0.2879,156807,0.000366004,46.04371846,2,0,1458.0,14,0.54,93.94401414,15020.5,100.576,Easy_LKCC,LKCC
CLKhard_076,101.7420735,195.27,219.04,0.0023,0.0155,0.0793,0.2828,160.127349,154840,0.000337658,67.90008625,10,0,10.76666667,9,0.11,22.70711077,1727710.0,124448.0,Hard_CLK,LKCC
LKCCeasy_012,95.76853028,194.48,183.16,156.8084154,0.002,0.0138,0.0833,0.2895,156414,0.000563635,55.91900387,1,0,0.0,5,0.54,154.6563701,15052.4,104.869,Easy_LKCC,LKCC
CLKeasy_040,95.48613145,182.57,216.38,155.4779226,0.0018,0.0134,0.0821,0.289,152460,0.00035382,40.47335696,1,0,0.0,16,0.5,138.6503293,8774.58,477.232,Easy_CLK,LKCC
random_101,89.96954058,219.51,190.48,0.002,0.0146,0.0857,0.2871,144.6421378,157608,0.000474099,58.39594273,1,0,0.0,16,0.37,129.213446,116386.0,15672.6,RANDOM,LKCC
CLKeasy_130,89.20235336,192.49,195.18,145.4154894,0.0015,0.0128,0.0827,0.282,154449,0.000333294,35.77048712,1,0,0.0,1,0.57,144.4660881,6682.39,672.141,Easy_CLK,LKCC
random_060,94.0236593,192.4,190.59,0.002,0.0138,0.0835,0.2883,152.4723661,144351,0.000444089,51.67433718,2,0,1250.0,10,0.5,90.75171163,143036.0,21824.7,RANDOM,LKCC
CLKeasy_001,98.95237972,188.14,183.06,162.582818,0.0016,0.0129,0.0814,0.2971,152488,0.000216791,30.68344743,1,0,0.0,0,0.82,162.582818,6312.19,705.586,Easy_CLK,LKCC
random_105,93.00983637,206.64,190.86,0.0022,0.014,0.0807,0.284,152.1074464,147447,0.000566702,58.61761041,3,1,330.3333333,0,0.5,91.22601307,147551.0,27865.8,RANDOM,LKCC
LKCChard_049,85.68363662,207.99,188.86,0.002,0.0143,0.0899,0.2829,133.8743154,155220,0.000428078,58.61979706,1,0,0.0,17,0.26,114.0132279,198941.0,585367.0,Hard_LKCC,CLK
random_146,92.25248288,194.36,188.11,0.0021,0.0141,0.0842,0.2856,150.179273,152084,0.000415756,56.87195194,1,0,0.0,4,0.56,147.9443213,119112.0,20899.4,RANDOM,LKCC
random_160,92.57171694,192.93,212.76,0.0019,0.0139,0.0838,0.2832,149.7432731,154440,0.000558642,52.39853527,1,0,0.0,13,0.42,136.5184876,161258.0,18110.9,RANDOM,LKCC
LKCCeasy_022,99.33421287,193.08,209.2,160.3688098,0.0019,0.0141,0.0841,0.2955,157605,0.000446241,56.89465615,4,0,336.3333333,14,0.46,60.33113642,24149.7,122.636,Easy_LKCC,LKCC
random_097,92.46827241,188.43,209.28,0.002,0.0142,0.0841,0.2903,150.342292,152865,0.000551351,55.50144217,1,0,0.0,14,0.36,140.9939535,93071.2,19105.8,RANDOM,LKCC
CLKeasy_094,94.99103979,210.18,213.89,155.2725735,0.0015,0.0129,0.0803,0.2874,152064,0.000312681,37.8444014,1,0,0.0,1,0.78,154.6558832,8752.75,583.626,Easy_CLK,LKCC
LKCChard_115,97.08865959,171.44,196.63,0.002,0.0145,0.0931,0.2944,146.6032942,151321,0.000558888,58.65005884,2,0,760.5,23,0.2,72.565254,291227.0,1313410.0,Hard_LKCC,CLK
LKCCeasy_045,91.27383361,203.22,196.96,148.1102426,0.002,0.0138,0.0835,0.2846,152881,0.000526273,53.10191091,1,0,0.0,21,0.4,136.7972445,17335.5,138.242,Easy_LKCC,LKCC
CLKhard_158,101.5647731,196.51,173.4,0.0023,0.0152,0.0838,0.2861,162.1383271,156418,0.000625963,83.79452303,8,4,23.83928571,3,0.18,32.88744583,1544990.0,163041.0,Hard_CLK,LKCC
random_103,99.62424907,198.23,196.76,0.0022,0.0142,0.0858,0.2939,159.7889278,158403,0.000489343,57.43453982,2,0,2244.5,9,0.45,97.08402004,162007.0,30388.8,RANDOM,LKCC
CLKeasy_128,92.36345122,201.1,221.17,150.3015462,0.0019,0.0131,0.0831,0.2884,153664,0.000420649,42.37524858,1,0,0.0,19,0.51,136.4033884,9834.8,439.384,Easy_CLK,LKCC
random_045,97.35966268,202.89,189.74,0.0021,0.0141,0.0833,0.2903,157.9364495,152856,0.000394849,51.72342821,2,0,392.0,16,0.41,98.22661995,127091.0,13268.6,RANDOM,LKCC
CLKhard_096,101.0599076,207.3,202.36,0.0022,0.0156,0.0882,0.2994,157.1256075,158004,0.000403385,71.95850462,6,4,50.96666667,9,0.28,40.80425302,1390790.0,208729.0,Hard_CLK,LKCC
LKCCeasy_181,94.32711086,189.69,184.61,153.3891036,0.0021,0.0142,0.0832,0.2912,152478,0.000641758,66.83463333,3,1,1102.333333,8,0.53,78.62004024,23291.7,104.98,Easy_LKCC,LKCC
CLKhard_149,97.83955645,189.7,171.38,0.0024,0.0155,0.0839,0.2823,154.1355173,151296,0.000448694,83.33771694,7,2,91.23809524,4,0.16,31.47942549,2007120.0,233090.0,Hard_CLK,LKCC
CLKeasy_186,96.9181272,196.44,200.25,158.2635019,0.0017,0.0134,0.0831,0.2922,154840,0.00025351,35.96136148,1,0,0.0,2,0.81,158.2716107,6644.09,354.354,Easy_CLK,LKCC
LKCCeasy_040,94.85152208,191.24,194.85,152.529667,0.002,0.014,0.0848,0.2856,152470,0.00051096,53.19478383,1,0,0.0,21,0.42,136.9039172,27541.4,102.495,Easy_LKCC,LKCC
LKCChard_118,90.19775032,238.57,186.26,0.0022,0.0148,0.0904,0.289,140.6533803,148598,0.000593847,63.09980567,2,0,1922.0,14,0.4,79.64970784,203763.0,582664.0,Hard_LKCC,CLK
CLKeasy_027,94.7376862,201.45,217.6,156.2026889,0.0017,0.0133,0.0822,0.291,152877,0.000227545,34.13209101,1,0,0.0,0,0.71,156.2026889,7272.28,1060.1,Easy_CLK,LKCC
CLKeasy_026,95.4861345,196.99,189.85,155.5293004,0.0017,0.0129,0.0796,0.2881,154822,0.000312023,37.95721216,1,0,0.0,8,0.71,150.1547569,9043.16,950.566,Easy_CLK,LKCC
LKCChard_057,92.34513697,222.57,181.17,0.0023,0.0148,0.0909,0.2892,145.3422322,154822,0.000533035,58.72963155,2,0,18.0,2,0.49,101.3847837,325472.0,636036.0,Hard_LKCC,CLK
LKCCeasy_088,101.4528203,213.25,188.99,166.2765668,0.0019,0.0136,0.0805,0.2906,154836,0.000437603,49.71513389,1,0,0.0,6,0.73,169.5477997,18107.5,100.96,Easy_LKCC,LKCC
random_188,89.17578192,199.42,188.76,0.0021,0.0137,0.083,0.282,145.5090565,156816,0.000616761,56.21263204,1,0,0.0,9,0.36,137.9468426,120216.0,15605.6,RANDOM,LKCC
LKCChard_120,88.6131107,230.92,211.55,0.0023,0.0149,0.0915,0.2883,136.3030376,155220,0.000448473,66.50608791,2,0,3280.5,7,0.42,68.4557743,406315.0,911033.0,Hard_LKCC,CLK
CLKhard_190,96.53343077,219.54,220.4,0.0024,0.0157,0.0869,0.2871,151.9942347,157212,0.000441857,72.55570711,5,0,300.8,3,0.27,41.11219423,1401190.0,87087.3,Hard_CLK,LKCC
LKCCeasy_178,95.92865318,193.65,203.76,156.9818006,0.0022,0.0138,0.0831,0.289,154050,0.000598156,60.70250228,5,0,117.2,6,0.49,60.57401955,31305.2,105.556,Easy_LKCC,LKCC
LKCCeasy_149,97.8765891,204.89,178.88,160.1466229,0.002,0.0138,0.0819,0.2905,151296,0.000472214,53.16853476,5,0,190.8,12,0.57,60.11676881,20172.8,104.0,Easy_LKCC,LKCC
CLKeasy_123,98.76400714,195.71,196.51,161.6201573,0.0016,0.0133,0.0825,0.2918,154448,0.000238953,33.63300046,1,0,0.0,0,0.73,161.6201573,7116.42,959.859,Easy_CLK,LKCC
random_182,94.4117591,206.48,185.84,0.0021,0.0139,0.0848,0.2904,151.8252902,154054,0.000546761,58.25779882,1,0,0.0,2,0.55,150.7263617,115112.0,20975.6,RANDOM,LKCC
LKCChard_121,102.0648272,237.41,182.83,0.0022,0.0151,0.089,0.2946,158.0823207,156418,0.000719733,76.0592977,2,0,288.0,16,0.31,84.78878723,365167.0,1373110.0,Hard_LKCC,CLK
CLKeasy_065,90.30980291,206.16,200.92,146.3555155,0.0017,0.0131,0.0834,0.2853,156815,0.00037662,40.90452446,1,0,0.0,1,0.68,145.8112519,7047.61,688.687,Easy_CLK,LKCC
LKCCeasy_093,97.00083635,187.21,213.79,158.4495136,0.0019,0.0138,0.0813,0.2899,158404,0.000516478,50.34423643,2,0,40.5,15,0.67,102.3573655,13345.8,116.545,Easy_LKCC,LKCC
random_034,89.58763315,194.1,203.9,0.0023,0.0142,0.0834,0.2838,145.0890935,147784,0.000497352,59.5329327,4,0,220.3333333,6,0.48,63.06741741,214334.0,104755.0,RANDOM,LKCC
random_032,92.75846216,194.13,210.35,0.0022,0.0143,0.0829,0.283,148.3446487,154440,0.000709145,68.97889394,3,1,204.3333333,9,0.48,81.91422575,139025.0,20214.7,RANDOM,LKCC
LKCChard_167,92.14813753,186.99,188.99,0.0022,0.015,0.0891,0.2871,145.0661165,155628,0.000512232,63.09540048,3,1,1240.333333,6,0.48,69.52796265,224182.0,1050090.0,Hard_LKCC,CLK
random_108,94.15795456,186.46,217.89,0.002,0.0141,0.0863,0.2883,153.2349099,149326,0.000546709,55.68848092,2,0,1800.0,6,0.42,95.63275196,104017.0,22271.5,RANDOM,LKCC
LKCCeasy_026,95.04303807,188.31,183.33,154.3990467,0.0019,0.0138,0.0837,0.2859,154445,0.000539308,58.57584658,3,1,380.3333333,3,0.6,87.4662534,21785.0,100.111,Easy_LKCC,LKCC
LKCChard_020,84.6214556,197.14,202.15,0.0021,0.0147,0.0909,0.2797,134.0091593,152880,0.000610651,66.36476525,1,0,0.0,3,0.36,132.1964204,289026.0,846758.0,Hard_LKCC,CLK
CLKeasy_125,91.55529513,202.55,230.44,148.0952783,0.0018,0.0132,0.0832,0.2878,149310,0.00042564,44.64341099,1,0,0.0,6,0.55,143.7075835,9322.69,717.545,Easy_CLK,LKCC
random_004,96.03972413,177.24,199.66,0.002,0.0137,0.0825,0.2882,157.3937429,158006,0.000534994,54.55917035,1,0,0.0,9,0.55,149.9064457,112190.0,27204.9,RANDOM,LKCC
random_077,93.4223075,197.99,198.96,0.002,0.0138,0.0826,0.2849,153.0259066,152478,0.000464229,49.30949818,3,1,763.0,7,0.56,75.29910555,90005.1,13481.6,RANDOM,LKCC
LKCCeasy_055,86.41056682,196.66,179.03,138.1105472,0.0022,0.0141,0.0844,0.2796,145875,0.000669946,64.5775899,2,0,2312.0,14,0.38,82.11435249,22005.5,117.222,Easy_LKCC,LKCC
LKCCeasy_090,95.43229927,215.97,198.19,155.2161382,0.0018,0.0139,0.0831,0.289,155235,0.000385835,46.63860306,3,1,394.3333333,11,0.42,74.93696027,17936.5,118.03,Easy_LKCC,LKCC
random_117,96.26939938,215.87,200.31,0.002,0.0139,0.08,0.284,157.8514732,155610,0.000459428,55.11196716,4,0,510.0,12,0.42,62.01559771,120690.0,12674.4,RANDOM,LKCC
CLKeasy_066,94.34534789,199.08,193.36,152.8183529,0.0019,0.0134,0.0811,0.2894,146940,0.000349843,43.71313923,1,0,0.0,0,0.68,152.8183529,7231.28,1111.08,Easy_CLK,LKCC
CLKeasy_069,91.16023597,206.17,200.45,148.2898414,0.0017,0.013,0.0819,0.2868,153663,0.000348196,37.70667685,1,0,0.0,11,0.6,141.0028461,6932.88,335.394,Easy_CLK,LKCC
LKCChard_123,102.0399343,183.35,209.4,0.0022,0.015,0.0878,0.2888,163.5493888,148896,0.000490978,70.2288517,4,0,628.6666667,0,0.37,57.32634486,514707.0,1211950.0,Hard_LKCC,CLK
LKCCeasy_116,98.46477496,213.61,207.46,158.460861,0.0019,0.0137,0.0851,0.2955,153628,0.000376477,49.60126267,2,0,1300.5,11,0.51,104.8050337,17607.4,100.0,Easy_LKCC,LKCC
CLKeasy_112,92.01302626,197.86,178.63,148.8543476,0.0018,0.0134,0.0831,0.2883,156024,0.000300249,39.98715339,1,0,0.0,1,0.68,148.2947575,8793.88,572.404,Easy_CLK,LKCC
CLKeasy_111,98.49101073,203.34,201.47,160.8066212,0.0016,0.0129,0.0816,0.2938,153648,0.000202934,29.1036436,1,0,0.0,0,0.79,160.8066212,6210.31,887.717,Easy_CLK,LKCC
random_107,103.6474519,200.14,204.53,0.0019,0.0138,0.0842,0.2986,167.3844293,154836,0.000483997,53.40095445,3,1,453.0,10,0.5,74.01112705,123464.0,19339.4,RANDOM,LKCC
LKCChard_152,96.3300786,229.72,180.43,0.0022,0.0148,0.0918,0.2949,151.8068906,148971,0.000609805,72.13697788,3,1,156.3333333,20,0.18,51.9656758,376541.0,717995.0,Hard_LKCC,CLK
LKCCeasy_071,90.90117315,196.26,201.12,147.5194637,0.0019,0.0135,0.0831,0.2873,154050,0.000502021,50.07032379,1,0,0.0,0,0.57,147.5194637,18106.5,106.333,Easy_LKCC,LKCC
LKCChard_073,99.97302701,221.8,217.31,0.0022,0.0153,0.0936,0.2977,155.319592,156024,0.000508719,66.56001985,1,0,0.0,14,0.33,144.9250964,413706.0,2352710.0,Hard_LKCC,CLK
CLKhard_162,106.5287001,213.3,195.43,0.0023,0.0155,0.085,0.2962,169.7301695,156025,0.000351617,66.79428954,8,4,16.0,8,0.26,32.11163387,1443140.0,158417.0,Hard_CLK,LKCC
LKCCeasy_072,100.260348,211.3,192.09,163.9820682,0.0019,0.014,0.0808,0.2925,151320,0.000385411,50.05051913,2,0,2520.5,1,0.65,114.167372,22273.8,134.919,Easy_LKCC,LKCC
CLKeasy_063,91.14114287,203.05,209.14,148.4478013,0.0017,0.0133,0.0818,0.2872,144774,0.000276012,36.08766452,1,0,0.0,1,0.71,148.1659111,7722.2,522.283,Easy_CLK,LKCC
random_184,94.81115365,204.44,201.3,0.002,0.0139,0.0833,0.2862,155.4456776,153648,0.000538559,56.13445111,1,0,0.0,0,0.5,155.4456776,115972.0,18156.9,RANDOM,LKCC
CLKhard_015,102.1333447,216.98,212.85,0.0023,0.0162,0.0853,0.2875,160.2515073,154842,0.000288552,74.71023266,9,1,16.0,4,0.17,25.8501645,2008970.0,213633.0,Hard_CLK,LKCC
random_046,95.90028637,192.41,205.62,0.0018,0.0134,0.0841,0.2894,155.9460982,155610,0.000418078,49.03334635,1,0,0.0,14,0.49,145.6045677,144867.0,23353.1,RANDOM,LKCC
CLKeasy_028,93.27641594,171.14,209.67,151.9604546,0.0017,0.0134,0.082,0.2869,155235,0.00036494,43.77300084,1,0,0.0,35,0.34,126.0141016,7293.67,364.859,Easy_CLK,LKCC
LKCChard_183,83.16536753,204.86,197.13,0.0022,0.0147,0.0949,0.2827,126.5038402,155227,0.000553174,74.86089175,1,0,0.0,17,0.22,110.9389916,249341.0,796659.0,Hard_LKCC,CLK
random_070,93.36809124,203.75,202.21,0.0022,0.0139,0.0835,0.287,150.9687894,156418,0.000785967,62.89789952,2,0,420.5,7,0.5,106.6951682,144522.0,26144.7,RANDOM,LKCC
LKCChard_054,92.19036709,193.5,161.99,0.0021,0.0147,0.0922,0.2907,143.5100827,148608,0.000576403,62.65751171,3,1,631.0,19,0.38,62.41705286,266832.0,575340.0,Hard_LKCC,CLK
CLKeasy_054,93.7914643,196.06,203.58,151.7100797,0.0019,0.0138,0.0819,0.2901,153230,0.000321436,43.03399349,2,0,1624.5,15,0.66,99.07149869,9860.11,2517.32,Easy_CLK,LKCC
CLKhard_101,95.95992755,197.62,203.77,0.0024,0.0151,0.0871,0.2903,149.4721974,153664,0.000453571,71.16131409,3,1,1322.333333,6,0.22,57.00813237,1498270.0,189461.0,Hard_CLK,LKCC
